,Region,HH_numbers,Marital_status,Age,Children,Female,Drafted,Education,Wellbeing,Employed,Sector,Employment_status,Weekly_working_hours,Occupation,Wage,Second_job,Additional_training_need,Useful_education,Foreign_language_besides_Rus,Foreign_language1,Foreign_language2,Foreign_language1_level,Foreign_language2_level,IT_skills,Read_instructions,Read_letters,Read_articles,Read_journals,Read_manuals,Read_invoices,Read_diagrams,Write_letters,Write_articles,Write_reports,Fill_in_forms,Work_with_prices,Work_with_fractions_percentages,Work_with_graphs,Work_with_formulas,Work_with_statistics,Work_with_computer,Comp_tools_email,Comp_tools_Inet,Comp_tools_Transactions,Comp_tools_Excel,Comp_tools_Word,Comp_tools_Programming,Comp_tools_teleconferences,Comp_tools_other,Required_Comp_skills_level,Have_comp_skills_for_work,Comp_skills_effect_on_employment,Language_skills_on_employment,Russian,English,French,Nothing,Facebook_user,FB_friends,Actual_friends_from_fb,LinkedIn_user,LinkedIn_followers,Actual_followers_from_LinkedIn,Professional_match,Required_education_for_the_job,Have_skills_for_more_demanding_job
183,Երևան,4,Ամուսնացած,32,1,0,0,Միջնակարգ/Ավագ դպրոց,Լավ,1,G,Վարձու աշխատող,48,5,700000,Ոչ,Այո,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Միջին իմացություն,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Այո,1,0,0,0,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,0,0,0,1,1,800,150,0,,,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
184,Երևան,2,Չամուսնացած,25,0,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,G,Վարձու աշխատող,50,5,150000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,0,0,0,1,1,50,50,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
185,Շիրակ,5,Ամուսնացած,43,1,1,,Միջին մասնագիտական,Լավ,1,Q,Վարձու աշխատող,48,2,150000,Ոչ,Այո,Շատ օգտակար,0,,,,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,0,0,0,1,1,50,50,0,,,Այո,Միջին մասնագիտական կրթություն պահանջվում է,Այո
186,Արագածոտն,6,Ամուսնացած,38,2,1,,Միջին մասնագիտական,Բավարար,0,,,,,,,,Սահմանափակ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Ցածր,Այո,Այո,Այո,0,0,0,1,1,60,10,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Այո
187,Շիրակ,4,Ամուսնացած,40,2,0,1,Միջին մասնագիտական,Բավարար,1,O,Վարձու աշխատող,120,0,250000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,0,,,,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)",Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Ամեն օր,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Ոչ,Ոչ,Ոչ,1,0,0,0,1,,3,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
188,Շիրակ,2,Չամուսնացած,25,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Լավ,1,O,Վարձու աշխատող,40,3,,Ոչ,Այո,"Ոչ օգտակար, ոչ էլ անօգուտ",1,Անգլերեն,,Գերազանց իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,0,0,0,1,1,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,1,0,0,0,0,,,0,,,Ոչ,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
189,Շիրակ,8,Ամուսնացած,30,0,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,O,Վարձու աշխատող,40,0,130000,Ոչ,Ոչ,Շատ օգտակար,0,,,,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)",Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Ոչ,Ոչ,Ոչ,0,0,0,1,1,10,10,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
190,Շիրակ,4,Ամուսնացած,48,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,P,Վարձու աշխատող,48,2,112000,Ոչ,Այո,Ինչ-որ չափով օգտակար,0,,,,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Ամեն օր,Երբեք,Ամեն օր,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Այո,1,1,1,1,0,1,0,0,Բարձր,Այո,Ոչ,Ոչ,0,0,0,1,1,250,25,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
192,Երևան,6,Ամուսնացած,31,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,S,Վարձու աշխատող,84,8,128000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Ամեն օր,Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Այո,Ոչ,1,1,0,0,1,20,0,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Տեխնիկական քոլեջից ստացած որակավորում,Այո
193,Երևան,2,Չամուսնացած,32,0,1,,Բակալավր,Բավարար,1,R,Առանց վարձատրության աշխատող ընտանիքի անդամ,35,2,20000,Ոչ,Այո,Շատ օգտակար,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Այո,1,1,1,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,300,15,0,,,Այո,Միջին մասնագիտական կրթություն պահանջվում է,Այո
194,Արագածոտն,8,Ամուսնացած,31,1,0,1,Միջին մասնագիտական,Բավարար,0,,,,,,,,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Այո,0,0,0,0,0,0,0,1,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,100,100,0,,,Այո,Միջին մասնագիտական կրթություն պահանջվում է,Այո
196,Շիրակ,7,Չամուսնացած,28,1,0,0,Բակալավր,Լավ,1,S,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),45,1,65000,Այո,Ոչ,Սահմանափակ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Դժվարանում եմ պատասխանել,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամեն օր,Երբեք,Այո,1,1,1,1,1,0,0,0,Բարձր,Այո,Ոչ,Ոչ,0,0,0,1,1,843,15,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
198,Շիրակ,3,Չամուսնացած,28,0,1,,Բակալավր,Բավարար,1,R,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),8,2,30000,Ոչ,Այո,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Այո,1,1,1,0,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,460,100,0,,,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
199,Շիրակ,6,Ամուսնացած,38,1,0,0,Բակալավր,Բավարար,1,G,Վարձու աշխատող,40,1,260000,Ոչ,Այո,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,0,0,0,0,0,0,0,1,Միջին,Այո,Ոչ,Ոչ,0,0,0,1,1,750,730,1,0,0,Ոչ,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
200,Երևան,4,Չամուսնացած,24,0,0,1,Բակալավր,Բավարար,1,,Վարձու աշխատող,50,,0,Ոչ,Ոչ,Սահմանափակ օգտակար,1,Անգլերեն,Չինարեն,Գերազանց իմացություն,Միջին իմացություն,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Ամեն օր,Ամեն օր,Երբեք,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամեն օր,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,1,1,1,0,1,0,Բարձր,Այո,Ոչ,Ոչ,1,1,0,0,1,400,400,1,0,0,Ոչ,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
201,Կոտայք,6,Ամուսնացած,38,3,1,,Հիմնական,Բավարար,0,,,,,,,,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Կիրառելի չէ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Ոչ,Այո,Այո,0,0,0,1,1,300,100,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Ոչ
202,Երևան,3,Ամուսնացած,34,0,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,J,Վարձու աշխատող,40,2,750000,Ոչ,Այո,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Միջին իմացություն,,Մասնագիտացված իմացություն (ծրագրավորում),Ամիսը մեկ անգամից քիչ,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,0,1,1,1,0,0,Բարձր,Ոչ,Ոչ,Այո,0,1,0,0,1,327,5,1,,0,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
204,Արագածոտն,6,Ամուսնացած,35,2,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,0,,,,,,,,Սահմանափակ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Հրաժարվում եմ պատասխանել,Հրաժարվում եմ պատասխանել,Ոչ,0,0,0,1,1,100,100,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
205,Երևան,3,Չամուսնացած,43,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,S,Վարձու աշխատող,40,2,70000,Ոչ,Ոչ,Շատ օգտակար,1,Անգլերեն,Գերմաներեն,Գերազանց իմացություն,Միջին իմացություն,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամիսը մեկ անգամից քիչ,Երբեք,Ամեն օր,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,Երբեք,Երբեք,Այո,1,1,0,0,1,0,1,0,Բարձր,Այո,Ոչ,Ոչ,1,1,0,0,1,427,30,1,30,6,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
208,Երևան,6,Ամուսնացած,39,1,1,,Միջնակարգ/Ավագ դպրոց,Բավարար,1,S,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),49,5,500000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Կիրառելի չէ,Այո,Ոչ,Ոչ,1,0,0,0,1,250,80,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
209,Շիրակ,4,Ամուսնացած,38,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,0,,,,,,,Ոչ,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Այո,1,1,0,1,1,0,1,0,Միջին,Այո,Ոչ,Այո,1,1,0,0,1,150,140,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
210,Շիրակ,3,Չամուսնացած,27,0,0,1,Բակալավր,Բավարար,1,I,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),70,1,60000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Գերմաներեն,,Շատ սահմանափակ իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Այո,1,1,0,1,0,0,1,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,50,1,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
211,Արագածոտն,6,Ամուսնացած,38,2,1,,Բակալավր,Շատ լավ,0,,,,,,,Այո,Շատ օգտակար,1,Անգլերեն,,Գերազանց իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Այո,0,0,0,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,100,30,0,,,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Ոչ
212,Երևան,9,Չամուսնացած,24,2,1,,Բակալավր,Բավարար,1,P,Այլ ինքնազբաղված աշխատող (ֆրիլանս/հեռակա),18,2,20000,Ոչ,Այո,Սահմանափակ օգտակար,1,Անգլերեն,Վրացերեն,Գերազանց իմացություն,Միջին իմացություն,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Երբեք,Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,0,0,1,1,0,1,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,200,190,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Ոչ
214,Երևան,1,Չամուսնացած,20,0,0,1,Բակալավր,Բավարար,1,K,Վարձու աշխատող,40,2,100000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Միջին իմացություն,,"Շատ սահմանափակ իմացություն (տեղեկատվության որոնում – փաստաթղթերի ընթերցում, նամակների ընթերցում)",Երբեք,Ամեն օր,Ամիսը մեկ անգամից քիչ,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամեն օր,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամեն օր,Այո,1,0,1,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,100,10,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
217,Շիրակ,9,Չամուսնացած,27,2,0,1,Բակալավր,Բավարար,1,H,Այլ,105,8,125000,Ոչ,Ոչ,Բոլորովին օգտակար չէ,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Այո,Ոչ,Ոչ,1,0,0,0,1,50,0,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
